id,name,year,expansion,minplayers,maxplayers,bestminnumplayers,bestmaxnumplayers,rminnumplayers,rmaxnumplayers,age,averageweight,minplaytime,maxplaytime,url
26615,Carcassonne: GQ Promo Tiles,2006,1,2,6,2,3,2,5,8,1.79,60,60,26615/carcassonne-gq-promo-tiles
26623,Infinity: the Card Game,2006,0,2,6,0,0,0,0,8,0.0,15,15,26623/infinity-card-game
26628,"Critical Point Fallujah, Iraq 1941",2006,0,1,2,0,0,0,0,12,3.0,60,60,26628/critical-point-fallujah-iraq-1941
26646,"Battles with the Gringos, Mexico 1846-62",2008,1,2,2,2,2,1,2,12,3.2,180,180,26646/battles-gringos-mexico-1846-62
26658,Flames of War: D Minus 1,2006,1,2,2,0,0,0,0,12,3.5,120,120,26658/flames-war-d-minus-1
26661,A B Seas,1991,0,1,4,0,0,0,0,4,1.0,30,30,26661/b-seas
26676,Wilderness Wars,2004,0,2,8,2,2,1,8,12,3.0,120,120,26676/wilderness-wars
26683,The American Revolution,2006,0,2,5,0,0,0,0,9,1.5,240,240,26683/american-revolution
26686,"Battle for Galicia, 1914",2006,0,1,2,2,2,1,2,0,1.5,0,0,26686/battle-galicia-1914
26697,Shenandoah: Jackson's Valley Campaign,2011,0,2,2,2,2,2,2,12,2.5,120,180,26697/shenandoah-jacksons-valley-campaign
26706,IceFloe,2002,0,3,4,0,0,0,0,10,0.0,60,60,26706/icefloe
26736,Ukraine '44,2006,0,2,2,2,2,1,2,12,2.36,240,300,26736/ukraine-44
26743,Federation & Empire: Strategic Operations,2006,1,2,8,0,0,0,0,12,0.0,0,0,26743/federation-empire-strategic-operations
26745,"PanzerBlitz: Hill of Death – The Battle for Hill 112, Normandy 1944",2009,0,2,2,2,2,1,2,12,2.88,60,300,26745/panzerblitz-hill-death-battle-hill-112-normandy-19
26752,Starfire: Sky Marshal #1,1995,1,2,2,2,2,2,2,12,0.0,0,0,26752/starfire-sky-marshal-1
26762,If the Lord Spares Us: Wargame Rules for the First World War in the Middle East,2005,0,2,2,0,0,0,0,12,2.5,0,0,26762/if-lord-spares-us-wargame-rules-first-world-war-mi
26764,Algernon Pulls it Off,2006,0,2,2,3,0,0,0,12,0.0,0,0,26764/algernon-pulls-it
26765,"Charlie Company: Infantry Combat in Vietnam, 1965-1972",1986,0,3,0,0,0,0,0,12,2.57,0,0,26765/charlie-company-infantry-combat-vietnam-1965-1972
26766,Bodycount: Wargames Rules for the Vietnam War,1983,0,2,7,0,0,0,0,12,3.67,0,0,26766/bodycount-wargames-rules-vietnam-war
26775,Black Powder Battles,2004,0,0,0,0,0,0,0,12,2.0,120,120,26775/black-powder-battles
26777,Montjoie!,2005,0,0,0,0,0,0,0,12,0.0,120,120,26777/montjoie
26789,Aussie Rules Super Earthling Abductor,2006,0,3,7,0,0,0,0,11,2.0,30,30,26789/aussie-rules-super-earthling-abductor
26795,Day of the Chariot: Kadesh,2008,0,2,2,1,2,1,2,12,3.0,240,240,26795/day-chariot-kadesh
26809,Zambezy,2006,0,2,2,0,0,0,0,8,0.0,40,40,26809/zambezy
26843,The Search For The Graf Spee,1973,0,2,2,0,0,0,0,12,0.0,120,120,26843/search-graf-spee
26855,5150,2006,0,2,4,2,2,1,4,12,2.6,120,120,26855/5150
26859,Kragmortha,2007,0,2,8,5,6,3,8,8,1.41,30,45,26859/kragmortha
26869,Little Thunder Witch,2006,0,2,4,4,4,2,4,5,1.11,15,15,26869/little-thunder-witch
26872,The Vicksburg Campaign,2007,0,2,2,0,0,0,0,12,2.5,180,180,26872/vicksburg-campaign
26873,Kruzno,2004,0,2,3,0,0,0,0,9,1.0,30,30,26873/kruzno
26879,Gulf War,1990,0,2,2,2,2,2,2,10,2.0,0,0,26879/gulf-war
26884,Escalation!,2007,0,2,6,0,0,2,5,10,1.07,15,15,26884/escalation
26890,Wormhole,2008,0,2,2,2,2,2,2,12,2.13,120,360,26890/wormhole
26896,Imperial Commander,1981,0,0,0,0,0,0,0,12,2.0,0,0,26896/imperial-commander
26906,South Mountain,2008,0,1,6,0,0,2,2,12,3.75,360,360,26906/south-mountain
26916,Paths of Glory Player's Guide,2001,1,2,2,2,2,2,2,14,3.0,0,0,26916/paths-glory-players-guide
26917,Harpoon 4: Player's Handbook,1996,1,2,2,2,2,1,2,12,4.5,0,0,26917/harpoon-4-players-handbook
26918,"Flintlock: Black Powder, Cold Steel - Volume I: Carolina Rebels",2008,0,1,2,2,2,1,2,12,3.25,120,120,26918/flintlock-black-powder-cold-steel-volume-i-carolin
26919,The War Game: World War II,2005,0,2,6,6,6,2,2,12,3.38,240,240,26919/war-game-world-war-ii
26924,The First World War,2006,0,1,2,0,0,0,0,12,2.0,180,180,26924/first-world-war
26942,Hot Stove Pack 1,2006,1,2,2,0,0,0,0,12,2.33,0,0,26942/hot-stove-pack-1
26945,The Battle of Rosebud Creek,2007,0,2,2,1,2,1,2,12,3.0,150,150,26945/battle-rosebud-creek
26946,Ladybohn: Manche mögen's heiss!,2007,0,3,5,4,4,3,5,10,2.05,60,60,26946/ladybohn-manche-mogens-heiss
26952,International Checkers,1600,0,2,2,2,2,2,2,5,2.33,40,40,26952/international-checkers
26961,Moai,2007,0,2,5,4,4,3,5,12,2.72,75,75,26961/moai
26976,Kingdom Hearts TCG,2006,0,2,2,0,0,0,0,8,1.6,20,20,26976/kingdom-hearts-tcg
26983,Dorn,2006,0,2,6,2,2,2,6,10,2.87,90,90,26983/dorn
26987,Pilare,2005,0,2,2,2,2,2,2,0,3.8,20,20,26987/pilare
26989,The Fall of Bataan,1976,0,2,2,0,0,0,0,12,0.0,0,0,26989/fall-bataan
26990,Container,2007,0,3,5,5,5,4,5,12,3.24,60,90,26990/container
26997,1989: Dawn of Freedom,2012,0,2,2,2,2,2,2,12,3.3,150,150,26997/1989-dawn-freedom
26999,China: The Middle Kingdom,2008,0,0,4,4,4,4,4,12,3.0,0,0,26999/china-middle-kingdom
27000,AK47 Supplement,1999,1,0,0,0,0,0,0,12,0.0,120,120,27000/ak47-supplement
27007,For Bloody Honor: The Russian Civil War,2006,0,2,4,3,4,2,4,12,2.0,120,120,27007/bloody-honor-russian-civil-war
27024,Savage Worlds: Tour of Darkness,2004,1,0,0,0,0,0,0,12,4.0,0,0,27024/savage-worlds-tour-darkness
27028,Anima Tactics,2006,0,2,2,2,2,2,2,12,2.64,60,60,27028/anima-tactics
27048,Duel in the Dark,2007,0,1,2,2,2,1,2,10,2.49,45,45,27048/duel-dark
27061,Mosquito,2009,0,2,4,3,3,2,4,6,1.0,10,10,27061/mosquito
27071,Sardines,2008,0,2,4,3,4,2,4,5,1.0,15,15,27071/sardines
27080,"Urrahh! Your Guide to the Soviet Fighting Man, His Weapons, and His War",2005,1,2,2,0,0,0,0,12,0.0,120,120,27080/urrahh-your-guide-soviet-fighting-man-his-weapons
27101,Bomber Command: The Night Raids,2012,0,2,2,2,2,2,2,12,3.04,120,120,27101/bomber-command-night-raids
27112,Memoir '44: Overlord,2004,1,2,8,4,4,2,2,8,2.55,90,90,27112/memoir-44-overlord
27117,Animalia,2006,0,2,6,2,2,2,6,7,1.24,15,15,27117/animalia
27120,"Le Feu Sacré: Wargames Rules for the Wars of Napoleon, 1792-1815",2003,0,2,8,0,0,0,0,12,2.67,120,120,27120/le-feu-sacre-wargames-rules-wars-napoleon-1792-181
27123,Lee at the Crossroads,1980,0,1,2,0,0,0,0,12,3.5,0,0,27123/lee-crossroads
27127,Montebello,2006,0,2,2,2,2,1,2,10,3.0,120,120,27127/montebello
27128,Age of Bismarck: The Unifications of Italy and Germany 1859-1871,2017,0,2,4,0,0,0,0,12,3.0,180,360,27128/age-bismarck-unifications-italy-and-germany-1859-1
27135,Battle Line,1964,0,2,4,0,0,0,0,8,0.0,45,45,27135/battle-line
27143,ASL Action Pack #3: Few Returned,2007,1,2,2,2,2,2,2,12,4.33,240,240,27143/asl-action-pack-3-few-returned
27146,Federation Commander: Tholian Attack,2007,1,2,8,0,0,0,0,12,3.14,60,60,27146/federation-commander-tholian-attack
27155,J'te Gage Que...,2006,0,4,50,5,8,3,12,12,1.03,120,120,27155/jte-gage-que
27157,Googolplex Junior,0,0,2,4,4,4,2,2,8,1.0,0,0,27157/googolplex-junior
27162,Kingsburg,2007,0,2,5,4,4,2,5,13,2.43,90,90,27162/kingsburg
27165,Age of Discovery,2007,0,2,4,0,0,2,4,10,2.4,45,45,27165/age-discovery
27172,Ponte del Diavolo,2007,0,2,2,2,2,2,2,10,2.36,25,25,27172/ponte-del-diavolo
27173,Vikings,2007,0,2,4,3,3,2,4,10,2.54,60,60,27173/vikings
27195,Rescue Ollie North,1989,0,1,1,0,0,0,0,0,1.0,0,0,27195/rescue-ollie-north
27213,God Save the King,1994,1,2,2,0,0,2,2,12,0.0,60,60,27213/god-save-king
27222,Fire and Steel: Skirmish Wargames Rules 1700 to 1900,1996,0,2,8,0,0,0,0,12,2.5,120,120,27222/fire-and-steel-skirmish-wargames-rules-1700-1900
27223,Sons of the Desert,0,0,2,8,0,0,0,0,0,0.0,120,120,27223/sons-desert
27225,Bananagrams,2006,0,1,8,3,5,2,6,7,1.32,15,15,27225/bananagrams
27266,Silent Death: The Next Millennium Deluxe Edition,1995,0,2,8,2,2,2,2,14,3.0,120,120,27266/silent-death-next-millennium-deluxe-edition
27273,Waffen-SS: No Quarter No Glory,1998,1,2,2,0,0,0,0,0,5.0,90,90,27273/waffen-ss-no-quarter-no-glory
27284,Slide 'nRide,0,0,2,4,0,0,0,0,3,0.0,5,5,27284/slide-n-ride
27298,Owner's Choice,2006,0,2,5,4,5,3,5,10,1.75,45,45,27298/owners-choice
27302,A Day Out with Thomas,1998,0,2,4,2,2,2,4,3,2.0,20,20,27302/day-out-thomas
27309,Breitenfeld,1970,0,0,2,2,2,1,2,0,3.0,0,0,27309/breitenfeld
27310,England Invaded,1999,0,2,2,0,0,2,2,12,3.0,120,120,27310/england-invaded
27321,The Alamo,2000,0,1,2,0,0,0,0,0,3.0,20,20,27321/alamo
27324,Power Projection: Fleet,2003,0,2,2,2,2,1,2,12,2.5,0,0,27324/power-projection-fleet
27325,Power Projection: Escort,2002,0,2,2,0,0,0,0,12,0.0,0,0,27325/power-projection-escort
27334,Cirkle 4,0,0,2,4,0,0,0,0,8,0.0,25,25,27334/cirkle-4
27339,3 Man Chess,2004,0,3,3,0,0,3,3,0,3.4,60,60,27339/3-man-chess
27352,Crazy Horse Black Shield White Bull: Prelude to Little Big Horn 1866,2007,0,1,2,0,0,0,0,12,0.0,0,0,27352/crazy-horse-black-shield-white-bull-prelude-little
27356,Portobello Market,2007,0,2,4,4,4,2,4,8,2.03,35,35,27356/portobello-market
27359,Aeronautica Imperialis,2007,0,2,2,2,2,1,2,12,2.33,180,180,27359/aeronautica-imperialis
27364,Caylus Magna Carta,2007,0,2,4,3,4,2,4,10,2.87,45,75,27364/caylus-magna-carta
27385,Alchemist,2007,0,2,5,4,4,2,5,10,2.23,50,50,27385/alchemist
27388,Hop to It!,2007,0,2,6,5,5,1,6,5,1.17,10,10,27388/hop-it
27389,Smart Ass,2006,0,2,8,4,6,3,8,12,1.32,30,30,27389/smart-ass
27408,Dragon Ball Z CCG,2000,0,2,2,2,2,2,2,8,2.0,20,20,27408/dragon-ball-z-ccg
27409,Dragon Ball GT TCG,2004,0,2,2,0,0,0,0,0,0.0,0,0,27409/dragon-ball-gt-tcg
27411,Dragon Ball Z TCG,2005,0,2,2,0,0,0,0,0,0.0,0,0,27411/dragon-ball-z-tcg
27418,KHAN!,2005,0,2,2,0,0,2,2,10,1.25,20,20,27418/khan
27427,Hölle auf Erden,2006,0,1,8,0,0,0,0,10,0.0,120,120,27427/holle-auf-erden
27428,"Tall Bird, Short Bird",1978,0,2,4,0,0,4,4,0,2.33,15,15,27428/tall-bird-short-bird
27429,Operation Weserübung: The Invasion of Norway,2007,0,2,3,2,3,1,3,12,2.33,300,300,27429/operation-weserubung-invasion-norway
27432,Over Pakistan,2005,0,2,2,2,2,2,2,12,1.5,30,30,27432/over-pakistan
27440,Cinderella Glass Slipper Game,2005,0,2,4,4,4,2,4,4,1.67,15,15,27440/cinderella-glass-slipper-game
27447,Azteken Schatz,2006,0,2,5,4,4,2,5,8,1.43,20,20,27447/azteken-schatz
27451,Activity 2,2002,0,3,16,0,0,4,4,12,1.65,60,60,27451/activity-2
27457,Riachuelo's Naval Battle,2007,0,2,2,2,2,1,2,12,2.0,0,0,27457/riachuelos-naval-battle
27463,Galactic Emperor,2008,0,3,6,4,4,3,6,12,2.9,90,90,27463/galactic-emperor
27472,Luftwaffe 1946,2003,0,2,2,0,0,0,0,0,3.5,60,60,27472/luftwaffe-1946
27480,Command Decision: Test of Battle,2006,0,2,2,2,2,1,2,12,3.14,240,240,27480/command-decision-test-battle
27490,Bloom,2008,0,2,5,4,5,3,5,8,2.2,60,60,27490/bloom
27495,The Very Hungry Caterpillar Card Game,2006,0,2,4,0,0,0,0,3,1.0,10,10,27495/very-hungry-caterpillar-card-game
27520,Age of Steam Expansion: Mississippi Steamboats / Golden Spike,2007,1,3,6,0,0,0,0,12,3.75,120,120,27520/age-steam-expansion-mississippi-steamboats-golden
27532,Vineta,2008,0,2,6,3,3,3,6,10,2.01,45,45,27532/vineta
27542,A to Z Jr.,1997,0,2,4,0,0,0,0,5,1.0,15,15,27542/z-jr
27550,"Spanish Fury, Campaign!",0,0,2,2,0,0,0,0,0,0.0,0,0,27550/spanish-fury-campaign
27574,Island Fortress,2013,0,2,4,3,3,2,4,13,2.89,90,90,27574/island-fortress
27583,Battle: The American Civil War,2006,0,2,2,0,0,0,0,10,1.5,60,60,27583/battle-american-civil-war
27588,Zooloretto,2007,0,2,5,4,4,3,5,8,1.86,45,45,27588/zooloretto
27609,Numbers League: Adventures in Addiplication,2007,0,2,4,0,0,2,4,8,1.38,30,30,27609/numbers-league-adventures-addiplication
27613,Code Cracker,2007,0,1,6,2,3,1,5,8,1.22,30,30,27613/code-cracker
27627,Talisman: Revised 4th Edition,2007,0,2,6,4,4,2,6,13,2.19,90,90,27627/talisman-revised-4th-edition
27640,At Close Quarters,2000,0,2,10,0,0,0,0,10,0.0,0,0,27640/close-quarters
27643,Ministers Chess,1975,0,2,2,0,0,0,0,10,0.0,0,0,27643/ministers-chess
27644,Triball,2006,0,3,3,0,0,0,0,9,1.0,5,5,27644/triball
27654,Zoom,2003,0,2,2,2,2,2,2,8,4.0,10,10,27654/zoom
27658,Warhammer: Battle For Skull Pass,2006,0,2,2,2,2,2,2,12,3.54,180,360,27658/warhammer-battle-skull-pass
27661,Dornröschendame,1986,0,2,2,2,2,2,2,10,0.0,20,20,27661/dornroschendame
27680,1936: Guerra Civil,2006,0,2,2,2,2,2,2,12,3.0,45,90,27680/1936-guerra-civil
27683,Café International Junior,2007,0,2,5,0,0,2,5,6,0.0,30,30,27683/cafe-international-junior
27690,Thurn and Taxis: Power and Glory,2007,1,2,4,4,4,2,4,10,2.31,60,60,27690/thurn-and-taxis-power-and-glory
27708,1960: The Making of the President,2007,0,2,2,2,2,2,2,12,3.2,90,120,27708/1960-making-president
27710,Catan Dice Game,2007,0,1,4,2,2,1,3,7,1.23,15,15,27710/catan-dice-game
27713,Tomoko,2006,0,2,4,0,0,0,0,9,2.0,45,45,27713/tomoko
27719,Trapper,2007,0,2,4,2,2,2,3,10,2.05,30,60,27719/trapper
27723,Attract,2005,0,2,2,2,2,2,2,8,2.0,20,20,27723/attract
27724,Cascades,2001,0,2,2,2,2,2,2,8,1.0,10,10,27724/cascades
27726,Aries,2003,0,2,2,2,2,2,2,8,2.0,20,20,27726/aries
27727,Fortress Illinois,1993,1,2,5,0,0,0,0,12,1.0,180,180,27727/fortress-illinois
27736,Dead of Night,2007,0,1,6,4,4,2,6,10,2.22,90,90,27736/dead-night
27739,Hearts and Minds: Vietnam 1965-1975,2010,0,2,2,2,2,2,2,12,2.82,180,180,27739/hearts-and-minds-vietnam-1965-1975
27746,Colosseum,2007,0,3,5,5,5,3,5,10,2.76,60,90,27746/colosseum
27751,Organic Soup,2010,0,2,4,3,4,3,4,12,2.22,40,40,27751/organic-soup
27754,Bloody Barons,2006,0,2,2,0,0,0,0,12,0.0,0,0,27754/bloody-barons
27755,Patrols in the Sudan,2004,0,2,2,0,0,0,0,12,0.0,90,120,27755/patrols-sudan
27758,Landlord,2005,0,2,2,0,0,0,0,6,2.5,10,10,27758/landlord
27760,Catan: Traders & Barbarians,2007,1,2,4,4,4,2,4,10,2.57,60,60,27760/catan-traders-barbarians
27762,Axles and Alloys,2001,0,2,200,0,0,3,10,12,2.33,0,0,27762/axles-and-alloys
27766,Die Siedler von Catan: Junior,2007,0,3,4,0,0,3,4,6,1.55,30,30,27766/die-siedler-von-catan-junior
27789,Rotterdam,2007,0,2,4,4,4,3,4,8,2.04,60,60,27789/rotterdam
27802,Anno 1701: Das Kartenspiel,2007,0,2,2,2,2,2,2,10,2.21,60,60,27802/anno-1701-das-kartenspiel
27803,Aerodrome II,2007,0,2,12,0,0,0,0,0,0.0,1,1,27803/aerodrome-ii
27813,Saikoro,2007,0,2,2,2,2,2,2,8,1.56,10,10,27813/saikoro
27817,Marne 1918: Friedensturm,2006,0,2,2,2,2,1,2,14,3.23,210,1200,27817/marne-1918-friedensturm
27821,Blackshirt,2007,0,1,2,0,0,0,0,12,2.33,180,180,27821/blackshirt
27823,Battue: Storm of the Horse Lords,2007,0,2,4,4,4,2,4,12,2.05,60,60,27823/battue-storm-horse-lords
27825,Soldiers of the Negus,1994,1,2,2,2,2,1,2,12,4.0,3,3,27825/soldiers-negus
27826,What's Yours Like?,2007,0,4,20,0,0,4,14,12,1.13,45,45,27826/whats-yours
27830,Gemlok,2007,0,2,4,4,4,2,4,7,1.56,40,40,27830/gemlok
27833,Steam,2009,0,3,5,4,4,3,5,10,3.46,90,90,27833/steam
27848,Age of Conan: The Strategy Board Game,2009,0,2,4,4,4,2,4,12,3.26,90,90,27848/age-conan-strategy-board-game
27851,Alexander: The Card Game,0,0,1,2,1,1,1,1,10,1.25,10,10,27851/alexander-card-game
27857,Blindside,2011,0,2,2,2,2,2,2,10,2.67,25,25,27857/blindside
27859,Panzer Grenadier: South Africa's War,2007,1,2,2,2,2,1,2,12,2.14,60,60,27859/panzer-grenadier-south-africas-war
27876,The Dragon's Wrath,1995,0,2,2,0,0,0,0,10,2.0,10,10,27876/dragons-wrath
27884,Halo ActionClix,2007,0,2,8,2,2,2,6,10,1.89,60,60,27884/halo-actionclix
27887,Fortress Cassino: The Road to Rome,1998,1,2,2,2,2,2,2,12,5.0,180,180,27887/fortress-cassino-road-rome
27888,Waffen-SS II: Fuhrer's Firemen,1999,1,2,2,0,0,0,0,0,1.0,240,240,27888/waffen-ss-ii-fuhrers-firemen
27896,Nocturno,2007,0,3,4,3,3,3,4,0,1.67,20,20,27896/nocturno
27898,Agincourt,2009,1,2,2,2,2,1,2,12,2.5,60,60,27898/agincourt
27912,Bethesda Church,1999,0,1,2,0,0,0,0,12,0.0,120,120,27912/bethesda-church
27925,"Balkan Gambit, 1943-1945",2015,0,1,2,0,0,0,0,12,0.0,180,240,27925/balkan-gambit-1943-1945
27931,Armies At Lutzen,2003,0,2,2,0,0,0,0,12,0.0,90,120,27931/armies-lutzen
27936,Afrika,2004,0,2,2,2,2,2,2,8,3.0,20,20,27936/afrika
27938,Tortuga,2007,0,2,2,2,2,2,2,8,1.74,10,10,27938/tortuga
27940,RattleSnake,2007,0,2,4,3,3,2,4,8,1.07,15,15,27940/rattlesnake
27944,"Schleiz, Saalfeld, Auerstaedt 1806",2007,0,2,2,0,0,0,0,12,2.78,0,0,27944/schleiz-saalfeld-auerstaedt-1806
27945,Storm Over Taierzhuang,2007,0,1,2,2,2,1,2,12,2.84,120,120,27945/storm-over-taierzhuang
27949,Sortie,2007,0,2,6,5,5,3,6,8,1.5,20,20,27949/sortie
27950,Paukenschlag,2008,0,2,2,2,2,1,2,12,2.7,240,240,27950/paukenschlag
27961,Risk: Transformers – Cybertron Battle Edition,2007,0,2,4,4,4,3,4,10,1.83,120,120,27961/risk-transformers-cybertron-battle-edition
27965,"The Tide at Sunrise: The Russo-Japanese War, 1904-1905",2010,0,2,2,2,2,1,2,12,2.42,240,240,27965/tide-sunrise-russo-japanese-war-1904-1905
27967,Samurai Lords: The Wars of Feudal Japan,0,0,1,16,0,0,0,0,12,3.33,120,120,27967/samurai-lords-wars-feudal-japan
27968,"Red Star Rising: The War in Russia, 1941-1944",2007,0,2,2,2,2,1,2,12,3.3,1200,1200,27968/red-star-rising-war-russia-1941-1944
27969,"A Most Dangerous Time: Japan in Chaos, 1570-1584",2009,0,2,4,2,2,2,4,12,3.11,240,240,27969/most-dangerous-time-japan-chaos-1570-1584
27970,Star Wars PocketModel TCG,2007,0,2,8,2,2,2,8,8,1.62,20,20,27970/star-wars-pocketmodel-tcg
27976,Heroscape Master Set: Swarm of the Marro,2007,0,2,4,2,2,2,4,8,2.25,60,60,27976/heroscape-master-set-swarm-marro
27981,Candy Land Castle,2007,0,2,4,2,4,2,4,3,1.0,0,0,27981/candy-land-castle
27989,Strawberry Shortcake Housewarming Surprise,1983,0,2,4,0,0,0,0,4,1.0,15,15,27989/strawberry-shortcake-housewarming-surprise
28009,Operations of SS Panzer Abteilung 102 in the Normandy Campaign,1994,1,2,2,0,0,0,0,12,5.0,0,0,28009/operations-ss-panzer-abteilung-102-normandy-campai
28013,Battles of the American War of Independence: Volume 1 – Hobkirk Hill,2000,0,1,2,0,0,0,0,10,2.0,0,0,28013/battles-american-war-independence-volume-1-hobkirk
28014,Battles of the American War of Independence: Volume 2 – Cowpens,2000,0,1,2,0,0,0,0,10,0.0,0,0,28014/battles-american-war-independence-volume-2-cowpens
28015,Chippawa: The Birth of the United States Army,2000,0,1,2,0,0,0,0,12,0.0,0,0,28015/chippawa-birth-united-states-army
28023,Jamaica,2007,0,2,6,6,6,3,6,8,1.65,30,60,28023/jamaica
28025,Wicked Witches Way,2006,0,2,6,4,5,3,6,8,1.46,30,30,28025/wicked-witches-way
28041,Barren Victory II: The Battle of Chickamauga,0,0,1,6,0,0,0,0,12,0.0,240,240,28041/barren-victory-ii-battle-chickamauga
28044,Pocket Civ,2005,0,1,2,1,1,1,2,12,2.76,30,30,28044/pocket-civ
28047,Covert Action,2007,0,4,14,6,6,4,4,10,1.36,20,20,28047/covert-action
28050,Pixel,2007,0,2,4,2,2,2,4,7,1.25,30,30,28050/pixel
28052,Color Scheme,2007,0,2,2,2,2,2,2,6,1.0,30,30,28052/color-scheme
28054,Old Maid Dice,2006,0,2,2,0,0,0,0,6,0.0,20,20,28054/old-maid-dice
28086,Risk Express,2006,0,2,6,3,3,2,5,8,1.17,20,20,28086/risk-express
28089,Château Roquefort,2007,0,2,4,3,4,2,4,6,1.58,30,30,28089/chateau-roquefort
28095,Battle of Kettle Creek,2007,0,2,2,0,0,0,0,12,1.0,30,30,28095/battle-kettle-creek
28096,De Bellis Magistrorum Militum: Wargame Rules for Ancient and Medieval Battle from 3000 BC to 1525 AD,2007,0,2,2,2,2,1,2,11,4.1,240,240,28096/de-bellis-magistrorum-militum-wargame-rules-ancien
28105,Harpoon II,1983,0,0,0,0,0,1,4,12,1.4,0,0,28105/harpoon-ii
28109,Malaya: V-Mail Postcard Game #1,2007,0,2,2,0,0,1,2,10,1.9,30,30,28109/malaya-v-mail-postcard-game-1
28114,Wings of War: Flying Legend Squadron Pack,2008,1,0,0,0,0,1,2,12,2.0,0,0,28114/wings-war-flying-legend-squadron-pack
28128,Pah Tum,-1800,0,2,2,0,0,0,0,8,1.5,0,0,28128/pah-tum
28131,Bastion,1981,0,2,4,3,4,2,4,5,1.0,30,30,28131/bastion
28143,Race for the Galaxy,2007,0,2,4,2,2,2,4,12,2.99,30,60,28143/race-galaxy
28145,Longstreet's Assault,1992,0,1,2,0,0,1,2,12,3.0,60,60,28145/longstreets-assault
28156,Arginussae,2001,0,1,2,0,0,0,0,0,3.0,300,300,28156/arginussae
28160,Federation Commander: Battleships Attack,2007,1,2,8,0,0,0,0,12,3.0,60,60,28160/federation-commander-battleships-attack
28165,Heroscape Expansion Set: Fields of Valor,2007,1,2,4,2,2,2,2,8,2.27,60,60,28165/heroscape-expansion-set-fields-valor
28181,Combat Commander: Pacific,2008,0,2,2,2,2,2,2,12,3.23,180,180,28181/combat-commander-pacific
28185,The Kaiser's Pirates,2007,0,1,4,3,3,1,4,9,2.28,90,90,28185/kaisers-pirates
28199,The Sands of Iwo Jima,2007,0,1,2,0,0,0,0,12,2.0,180,180,28199/sands-iwo-jima
28218,Cash-a-Catch,2007,0,3,5,4,4,3,5,8,1.56,20,30,28218/cash-catch
28219,Konarmiya Year of the Red Tide,2007,0,1,2,0,0,0,0,12,2.6,360,360,28219/konarmiya-year-red-tide
28224,Kill the Hippies,2007,0,2,6,0,0,0,0,18,1.23,20,20,28224/kill-hippies
28238,Kitty Bitty,2007,0,2,6,3,3,2,4,4,1.22,15,15,28238/kitty-bitty
28239,Quack Quack,2007,0,2,4,0,0,2,4,3,1.2,10,10,28239/quack-quack
28249,Gobble Gobble!,0,0,2,4,0,0,0,0,3,0.0,0,0,28249/gobble-gobble
28250,BattleLore: Call to Arms,2007,1,2,2,2,2,2,2,10,2.49,60,60,28250/battlelore-call-arms
28253,C.S.A. America's Civil War 1861-1865,2007,0,1,2,2,2,1,2,12,2.57,360,360,28253/cs-americas-civil-war-1861-1865
28259,Cutthroat Caverns,2007,0,3,6,5,6,3,6,12,2.08,90,90,28259/cutthroat-caverns
28260,BattleLore: Epic BattleLore,2007,1,2,6,2,2,2,2,10,2.59,90,90,28260/battlelore-epic-battlelore
28262,Marvel Spider-Man & Friends 3-D Memory Match-Up,2005,0,2,6,0,0,0,0,3,2.0,20,20,28262/marvel-spider-man-friends-3-d-memory-match
28274,Life on the Farm: Preschool Edition,0,0,2,4,2,2,2,3,3,0.0,0,0,28274/life-farm-preschool-edition
28281,Go Teddy Go!,2007,0,2,4,0,0,0,0,4,1.0,10,10,28281/go-teddy-go
28284,Lock 'n Load: Heroes of the Blitzkrieg,2009,0,2,2,2,2,1,2,12,3.07,30,30,28284/lock-n-load-heroes-blitzkrieg
28289,First to Fight,1991,0,2,2,2,2,1,2,12,3.83,240,240,28289/first-fight
28298,Bendomino,2007,0,2,4,0,0,2,4,6,1.76,10,20,28298/bendomino
28299,Bendomino Jr.,2007,0,2,4,0,0,0,0,3,1.0,10,10,28299/bendomino-jr
28302,Oware,550,0,2,2,2,2,2,2,10,2.09,20,20,28302/oware
28311,Blackpowder,2005,0,2,2,0,0,0,0,12,0.0,120,120,28311/blackpowder
28317,De Bellis Fantasticus: Here There Be Dragons,1998,1,0,0,0,0,0,0,12,0.0,0,0,28317/de-bellis-fantasticus-here-there-be-dragons
28322,Goal!,0,0,2,2,0,0,0,0,10,2.0,30,30,28322/goal
28324,Consequences,2006,0,2,4,0,0,0,0,3,0.0,30,30,28324/consequences
28334,Dai Shogi,1230,0,2,2,2,2,2,2,8,5.0,300,300,28334/dai-shogi
28384,The Aleutians Campaign: The North America Theatre in WW2,2007,0,2,2,0,0,0,0,12,0.0,0,0,28384/aleutians-campaign-north-america-theatre-ww2
28388,Some Poles Apart: The Battle of the Westerplatte,2007,0,2,2,2,2,1,2,12,1.63,30,30,28388/some-poles-apart-battle-westerplatte
28389,Mini Shogi,1970,0,2,2,2,2,2,2,8,3.33,15,15,28389/mini-shogi
28395,Candy Land DVD Game,2005,0,2,4,0,0,0,0,4,1.0,15,15,28395/candy-land-dvd-game
28396,It's Alive!,2007,0,2,5,4,4,2,5,12,1.62,15,30,28396/its-alive
28400,The Gothic Line,0,0,2,2,2,2,1,2,12,3.0,0,0,28400/gothic-line
